hh_13,hh_20,hh_27,hh_34,hh_41,hh_48,hh_55,hh_62,hh_69,h0_Th13,h0_Th20,h0_Th27,h0_Th34,h0_Th41,h0_Th48,h0_Th55,h0_Th62,h0_Th69,Energy_Loss
0.476246,0.322292,0.248699,0.210006,0.178909,0.143918,0.146297,0.136318,0.132597,0.464764,0.304887,0.245712,0.227733,0.184242,0.161843,0.151349,0.136647,0.119907,1528.3
0.456551,0.321816,0.238108,0.212858,0.192063,0.140496,0.15247,0.129112,0.136038,0.459894,0.293897,0.235404,0.20376,0.180346,0.161178,0.154939,0.134639,0.10933,1537.95
0.445653,0.326587,0.23978,0.206509,0.177299,0.13703,0.151104,0.134637,0.135007,0.466452,0.286994,0.233582,0.19626,0.175428,0.164432,0.149288,0.13023,0.110464,1547.6
0.454222,0.329798,0.252305,0.198946,0.170805,0.140861,0.145272,0.122272,0.129011,0.438316,0.292557,0.230936,0.192632,0.171984,0.168691,0.138188,0.137761,0.121702,1557.25
0.445725,0.324875,0.247095,0.193018,0.176876,0.138679,0.142127,0.119162,0.126948,0.429331,0.291951,0.231136,0.189029,0.165398,0.16279,0.141778,0.122148,0.114232,1566.9
0.441232,0.311165,0.237246,0.192688,0.164107,0.140383,0.14635,0.1255,0.122931,0.403656,0.285719,0.244121,0.189264,0.165713,0.153558,0.140886,0.125932,0.122241,1576.55
0.453769,0.318803,0.226511,0.193227,0.166602,0.143775,0.136223,0.11959,0.11311,0.397489,0.29055,0.240663,0.189038,0.178019,0.151738,0.13164,0.129918,0.113168,1586.2
0.441122,0.322382,0.225098,0.187647,0.164375,0.145801,0.14012,0.120701,0.109204,0.40955,0.288903,0.219354,0.195155,0.172942,0.148487,0.129061,0.122942,0.123742,1595.85
0.448083,0.320067,0.238766,0.188325,0.170642,0.143685,0.136079,0.126183,0.121101,0.41553,0.287526,0.232307,0.194443,0.170613,0.151444,0.131169,0.124069,0.1135,1605.5
0.456146,0.309863,0.23858,0.193186,0.173952,0.138428,0.141444,0.12294,0.115696,0.432331,0.27206,0.243431,0.196691,0.169127,0.148828,0.128329,0.125772,0.120052,1615.15
0.447528,0.317555,0.235121,0.195997,0.17025,0.139659,0.144814,0.112372,0.123067,0.422038,0.271744,0.254306,0.198749,0.166842,0.147589,0.126079,0.138229,0.129097,1624.8
0.461967,0.323352,0.248818,0.20039,0.17633,0.145767,0.133107,0.115701,0.124233,0.447384,0.281653,0.253425,0.195547,0.173007,0.14845,0.129568,0.128744,0.128836,1634.45
0.461329,0.312522,0.261251,0.205268,0.173492,0.144433,0.140709,0.138612,0.109936,0.429897,0.289658,0.25051,0.197664,0.180028,0.152324,0.13574,0.12459,0.129009,1644.1
0.444411,0.324821,0.249834,0.206708,0.166024,0.149278,0.149296,0.132823,0.113469,0.41572,0.285511,0.249895,0.194875,0.174853,0.152059,0.138341,0.120635,0.13095,1653.75
0.45244,0.328255,0.246351,0.197285,0.174251,0.148132,0.142179,0.13394,0.111844,0.443089,0.272984,0.252915,0.196519,0.165277,0.151455,0.143771,0.126278,0.117515,1663.4
0.47199,0.325542,0.243753,0.198179,0.184937,0.149436,0.13945,0.132994,0.127183,0.426964,0.269427,0.254167,0.206594,0.163239,0.1513,0.152907,0.133397,0.113221,1673.05
0.473119,0.324092,0.236295,0.208991,0.174267,0.156961,0.147162,0.134166,0.130936,0.443712,0.286471,0.24953,0.223769,0.170113,0.149515,0.153465,0.141937,0.120356,1682.7
0.478615,0.335186,0.254698,0.216896,0.181676,0.152388,0.146218,0.131108,0.122251,0.463553,0.296346,0.249399,0.215827,0.177959,0.156325,0.151851,0.136276,0.136375,1692.35
0.502573,0.338369,0.262167,0.209276,0.174332,0.148143,0.148467,0.138953,0.123946,0.437877,0.299602,0.267359,0.214742,0.186255,0.162087,0.157819,0.146229,0.138413,1702
0.484501,0.346818,0.283661,0.20927,0.172399,0.155179,0.141251,0.142054,0.120575,0.462562,0.311285,0.275927,0.220811,0.18365,0.16289,0.156955,0.143894,0.13318,1711.65
0.476528,0.350873,0.273513,0.214607,0.186773,0.162226,0.148406,0.150616,0.133445,0.473967,0.311692,0.268228,0.226018,0.19194,0.158887,0.158878,0.138692,0.133736,1721.3
0.497605,0.365391,0.2662,0.218052,0.193821,0.171049,0.155614,0.136156,0.125833,0.47061,0.316334,0.260043,0.231459,0.187327,0.15501,0.161751,0.129684,0.123182,1730.95
0.497933,0.359601,0.265159,0.221813,0.194629,0.172327,0.167697,0.13868,0.134185,0.506735,0.318972,0.270882,0.23214,0.190078,0.163225,0.149663,0.145713,0.125275,1740.6
0.510137,0.355471,0.271088,0.226673,0.191833,0.167818,0.161422,0.146281,0.128535,0.484177,0.325879,0.278414,0.237307,0.201517,0.17454,0.147323,0.145815,0.129524,1750.25
0.530299,0.371733,0.276488,0.2299,0.193468,0.168893,0.165011,0.137799,0.123429,0.49253,0.335879,0.271274,0.228831,0.189466,0.174629,0.150809,0.143898,0.134663,1759.9
0.520934,0.371297,0.260339,0.224395,0.189959,0.176743,0.16937,0.138618,0.130211,0.474195,0.329299,0.268493,0.223601,0.193377,0.180509,0.15079,0.1467,0.130928,1769.55
0.530996,0.369323,0.268706,0.229588,0.191137,0.182654,0.168132,0.145398,0.13124,0.485897,0.333973,0.275902,0.236472,0.184298,0.183371,0.151805,0.156537,0.130432,1779.2
0.526891,0.370391,0.278863,0.226931,0.206538,0.17255,0.157392,0.142259,0.137556,0.505572,0.343688,0.271802,0.241011,0.192277,0.183603,0.157408,0.152564,0.132096,1788.85
0.526369,0.364093,0.286413,0.231121,0.196327,0.169777,0.162661,0.161813,0.134421,0.490906,0.336954,0.26468,0.226444,0.190245,0.171449,0.166555,0.163595,0.137573,1798.5
0.523385,0.371038,0.28165,0.230853,0.196752,0.174463,0.166632,0.148677,0.14282,0.467193,0.319495,0.261441,0.236535,0.185796,0.177604,0.166607,0.161176,0.142306,1808.15
0.523657,0.361914,0.296241,0.237487,0.20353,0.167365,0.164597,0.147071,0.134738,0.485288,0.313686,0.264483,0.237284,0.189902,0.173367,0.161016,0.158113,0.138377,1817.8
0.525459,0.356707,0.284725,0.227015,0.19187,0.171171,0.165828,0.140911,0.128457,0.503311,0.327555,0.261369,0.227325,0.183798,0.171087,0.163456,0.157422,0.126837,1827.45
0.517393,0.359296,0.27189,0.227293,0.187722,0.167113,0.163172,0.14799,0.133164,0.503952,0.338022,0.271381,0.223249,0.195405,0.172907,0.170476,0.152592,0.13353,1837.1
0.518111,0.356934,0.271466,0.224228,0.192488,0.157128,0.155281,0.145622,0.141358,0.511178,0.332228,0.268511,0.234761,0.199279,0.177457,0.167067,0.153125,0.131737,1846.75
0.511767,0.36175,0.261887,0.213164,0.193826,0.155437,0.150294,0.12794,0.132062,0.491688,0.346973,0.268464,0.239713,0.192073,0.172528,0.159407,0.14056,0.128677,1856.4
0.506358,0.374171,0.276648,0.218096,0.196404,0.150011,0.154751,0.134904,0.14427,0.469288,0.356447,0.269093,0.232539,0.208265,0.156424,0.159419,0.127027,0.145468,1866.05
0.522797,0.376571,0.274305,0.219934,0.203894,0.161828,0.156258,0.139227,0.137059,0.487908,0.337451,0.260483,0.232245,0.197741,0.161561,0.159342,0.136545,0.131697,1875.7
0.513641,0.358571,0.289225,0.215394,0.207287,0.163932,0.151888,0.13216,0.128163,0.483791,0.318105,0.257889,0.227878,0.189868,0.162197,0.158209,0.141503,0.127451,1885.35
0.501756,0.334986,0.27957,0.215635,0.180288,0.154961,0.150476,0.140916,0.120956,0.480721,0.31954,0.264118,0.225305,0.177516,0.157099,0.15253,0.141624,0.131174,1895
0.509481,0.342386,0.270861,0.205925,0.178939,0.159184,0.15759,0.128966,0.129356,0.456943,0.320977,0.264289,0.229767,0.170546,0.152822,0.146795,0.131511,0.119941,1904.65
0.493312,0.341607,0.274973,0.203752,0.186081,0.159814,0.144787,0.142093,0.128817,0.509453,0.318799,0.269038,0.231892,0.179024,0.156722,0.145157,0.136147,0.126248,1914.3
0.478393,0.33729,0.273318,0.204764,0.188804,0.162247,0.141397,0.145855,0.125635,0.479202,0.318906,0.267098,0.221193,0.186516,0.156287,0.141988,0.131444,0.122375,1923.95
0.483319,0.333014,0.262784,0.199256,0.18418,0.153863,0.141799,0.126223,0.118477,0.48935,0.317077,0.254932,0.214465,0.168678,0.161945,0.135133,0.127138,0.109572,1933.6
0.477763,0.336787,0.25462,0.193392,0.174922,0.149535,0.137404,0.125215,0.125281,0.467278,0.312814,0.256741,0.203288,0.174427,0.152258,0.13145,0.12643,0.12173,1943.25
0.480298,0.349065,0.264269,0.203832,0.172,0.144996,0.146238,0.120668,0.121921,0.460927,0.308433,0.253379,0.190913,0.174488,0.145557,0.129268,0.129347,0.11547,1952.9
0.484775,0.342548,0.258463,0.210805,0.171996,0.136456,0.138764,0.121611,0.126558,0.450117,0.315703,0.243818,0.191472,0.175327,0.149592,0.136017,0.129499,0.10802,1962.55
0.48074,0.330021,0.267562,0.196842,0.166053,0.140312,0.127733,0.119958,0.119603,0.448747,0.311471,0.23879,0.187976,0.178825,0.137625,0.137897,0.127473,0.114153,1972.2
0.483834,0.326891,0.246526,0.201459,0.15957,0.143019,0.125757,0.11757,0.119141,0.44997,0.303997,0.241274,0.193681,0.163041,0.139734,0.13128,0.124618,0.108663,1981.85
0.468111,0.332568,0.240031,0.205588,0.165989,0.133936,0.125239,0.119151,0.109007,0.465212,0.310885,0.240309,0.208495,0.166165,0.149577,0.13144,0.117458,0.120919,1991.5
0.461417,0.321834,0.228987,0.203012,0.163298,0.130512,0.126477,0.109916,0.115704,0.468677,0.306554,0.23077,0.20343,0.156549,0.138155,0.126757,0.113973,0.108082,2001.15
0.459099,0.307808,0.238646,0.203631,0.160855,0.123715,0.124204,0.106157,0.0962709,0.435581,0.302613,0.229448,0.188216,0.16226,0.136652,0.118599,0.111019,0.110471,2010.8
0.46505,0.322609,0.246157,0.200508,0.160171,0.125162,0.128363,0.11114,0.108098,0.463063,0.299178,0.231423,0.185138,0.166579,0.133673,0.126437,0.109134,0.111603,2020.45
0.453258,0.305858,0.231731,0.191392,0.160875,0.142865,0.128679,0.108606,0.105817,0.46334,0.301206,0.239198,0.180839,0.163408,0.142129,0.125293,0.110665,0.104384,2030.1
0.447312,0.308723,0.231095,0.18295,0.162678,0.142255,0.124434,0.106635,0.0918031,0.436134,0.296092,0.232034,0.171303,0.159356,0.138895,0.117475,0.112807,0.11237,2039.75
0.452499,0.313492,0.217453,0.184785,0.155796,0.134201,0.117781,0.106176,0.0992133,0.444404,0.296257,0.236265,0.173903,0.151111,0.126744,0.114119,0.110844,0.103429,2049.4
0.465988,0.303113,0.224635,0.186961,0.15142,0.135544,0.112067,0.105602,0.0976519,0.442615,0.288791,0.223158,0.177336,0.15715,0.131227,0.111589,0.110009,0.0996661,2059.05
0.468166,0.295452,0.229459,0.18313,0.143092,0.12716,0.117217,0.105184,0.0938386,0.42032,0.280164,0.21298,0.170133,0.149934,0.129592,0.109519,0.109248,0.112461,2068.7
0.466382,0.305547,0.222886,0.180794,0.143193,0.120775,0.118691,0.102331,0.0962114,0.411745,0.271023,0.214384,0.17041,0.155006,0.129623,0.110924,0.0985508,0.10955,2078.35
0.45509,0.292456,0.222019,0.168917,0.153487,0.121444,0.109769,0.0947902,0.102119,0.417176,0.269011,0.207212,0.179641,0.148054,0.121959,0.10595,0.0969215,0.0948211,2088
0.426464,0.295155,0.220852,0.158775,0.152265,0.12047,0.107368,0.0963427,0.0911338,0.415243,0.275026,0.207842,0.182205,0.139975,0.121898,0.104895,0.104987,0.0901521,2097.65
0.415481,0.296944,0.20519,0.165219,0.145385,0.119693,0.102991,0.110951,0.0872316,0.404704,0.280084,0.207003,0.175227,0.132309,0.119714,0.111666,0.100487,0.0978316,2107.3
0.413016,0.28837,0.207344,0.167544,0.149604,0.118481,0.0963742,0.0951908,0.087821,0.415599,0.267095,0.196701,0.15652,0.128051,0.121313,0.103586,0.0989783,0.0995381,2116.95
0.430356,0.267641,0.207239,0.167564,0.142186,0.113851,0.102891,0.0935813,0.0822678,0.410432,0.25098,0.20197,0.149909,0.14369,0.119859,0.094603,0.104529,0.089744,2126.6
0.404041,0.258446,0.215279,0.160308,0.143669,0.10833,0.0996992,0.099453,0.084829,0.405128,0.25012,0.198906,0.166342,0.139672,0.116647,0.0966522,0.0972309,0.0876684,2136.25
0.391541,0.249829,0.199729,0.158868,0.134416,0.104277,0.102963,0.0913041,0.0884725,0.390825,0.241746,0.188561,0.170988,0.131077,0.115648,0.10409,0.0917392,0.0869148,2145.9
0.387401,0.244511,0.199072,0.159101,0.12509,0.111871,0.102553,0.0944378,0.0889028,0.399256,0.243704,0.193099,0.164133,0.125495,0.113265,0.109197,0.0923296,0.0908564,2155.55
0.386115,0.247131,0.196279,0.163172,0.121317,0.113345,0.103237,0.0845905,0.0887197,0.405136,0.234412,0.193902,0.147904,0.123055,0.110444,0.100049,0.0973122,0.0958846,2165.2
0.372667,0.251184,0.197598,0.157071,0.130278,0.10778,0.0952713,0.0898697,0.0838105,0.396375,0.221254,0.182283,0.15627,0.124077,0.107993,0.089339,0.0921215,0.0878281,2174.85
0.369883,0.255602,0.19674,0.155343,0.125435,0.104162,0.0899648,0.0858915,0.079662,0.382279,0.236104,0.172255,0.143413,0.121684,0.097612,0.089223,0.0854658,0.0806824,2184.5
0.369702,0.243563,0.193079,0.14717,0.130993,0.10679,0.0842033,0.080823,0.0778366,0.365337,0.245504,0.166565,0.143069,0.109272,0.0970861,0.0915501,0.0852713,0.0819713,2194.15
0.360844,0.244256,0.180411,0.137984,0.124547,0.0955224,0.0953665,0.0829305,0.0801947,0.363106,0.244535,0.165355,0.145539,0.114753,0.101921,0.0947834,0.0900277,0.0770063,2203.8
0.355062,0.237939,0.170167,0.131569,0.117099,0.0897003,0.101634,0.081425,0.0808751,0.360534,0.236968,0.174401,0.139985,0.116506,0.0963513,0.0951641,0.0825751,0.0700247,2213.45
0.352162,0.234449,0.173553,0.138468,0.116546,0.0850333,0.0966511,0.0682936,0.0763773,0.351415,0.229362,0.173341,0.138534,0.117755,0.0934616,0.089415,0.0809129,0.076755,2223.1
0.344713,0.228388,0.171956,0.137507,0.111259,0.0905076,0.0888782,0.0837003,0.0738688,0.331066,0.217771,0.162001,0.141554,0.125326,0.0965366,0.0881951,0.0787731,0.0792218,2232.75
0.342489,0.226773,0.170372,0.133561,0.112934,0.0914236,0.0840044,0.0752211,0.0746318,0.332747,0.205028,0.159218,0.139384,0.114089,0.0961332,0.0921497,0.0814296,0.0831193,2242.4
0.337111,0.220914,0.173868,0.132341,0.11138,0.0861438,0.0807352,0.0755486,0.0725795,0.355059,0.207936,0.163323,0.134966,0.113129,0.0930292,0.0898351,0.0863742,0.0764493,2252.05
0.321937,0.221699,0.158266,0.122142,0.108897,0.0880829,0.0799123,0.0814916,0.0665597,0.356693,0.211268,0.163824,0.131131,0.10536,0.0817786,0.0825682,0.0786723,0.0777052,2261.7
0.32164,0.21623,0.147525,0.120865,0.106504,0.0893839,0.0752745,0.0728148,0.0653713,0.329632,0.209532,0.152666,0.126056,0.0989234,0.085395,0.081863,0.0788877,0.079397,2271.35
0.325254,0.212033,0.148312,0.120917,0.106404,0.0894958,0.0786086,0.0720999,0.0730138,0.311243,0.21045,0.150628,0.120158,0.102359,0.091129,0.0818354,0.0716612,0.0779635,2281
0.314679,0.217867,0.144175,0.122088,0.109402,0.0834075,0.0877384,0.068581,0.0746626,0.307494,0.203451,0.149181,0.121353,0.110021,0.0902956,0.081411,0.0713251,0.0731997,2290.65
0.300768,0.2093,0.157781,0.120697,0.106326,0.0825985,0.0791433,0.0656775,0.0706083,0.310034,0.202066,0.150557,0.121232,0.101042,0.0950904,0.0840909,0.0683145,0.0634692,2300.3
0.313997,0.207496,0.149703,0.120915,0.103603,0.0876797,0.0839822,0.0700641,0.069009,0.295496,0.20407,0.140757,0.111483,0.101594,0.0900046,0.0867006,0.0751423,0.0696042,2309.95
0.321313,0.216771,0.135352,0.124282,0.0938771,0.0847592,0.0805143,0.0815848,0.0653239,0.292796,0.202256,0.146882,0.116405,0.0986003,0.0904948,0.0825454,0.0689449,0.061261,2319.6
0.303767,0.200859,0.142342,0.12271,0.0978702,0.0806485,0.0798198,0.0687516,0.060628,0.287946,0.197902,0.150184,0.115179,0.0956629,0.0903021,0.0838679,0.0679598,0.065313,2329.25
0.297265,0.194181,0.146429,0.120537,0.094465,0.0811715,0.0756868,0.0720363,0.073463,0.29072,0.199819,0.14153,0.109591,0.101144,0.0855081,0.0858437,0.0628589,0.0572907,2338.9
0.299573,0.201382,0.146687,0.118633,0.0969652,0.0791368,0.0785092,0.0648689,0.0669868,0.284772,0.201379,0.146546,0.11261,0.0938461,0.0823228,0.0812589,0.0768115,0.0610529,2348.55
0.298795,0.201553,0.154376,0.118622,0.100494,0.0786062,0.0695073,0.0685562,0.0612752,0.28406,0.192337,0.148723,0.115242,0.0907214,0.086377,0.07591,0.0700064,0.0622573,2358.2
0.28784,0.197708,0.14742,0.121123,0.0989009,0.0786217,0.0673167,0.063154,0.0725096,0.291023,0.178953,0.139602,0.120827,0.0917352,0.0864307,0.0775213,0.0664671,0.0767594,2367.85
0.278768,0.194466,0.143865,0.11841,0.0990396,0.0754353,0.0684204,0.0565396,0.0711854,0.282916,0.177105,0.130374,0.115283,0.0958633,0.082136,0.0769121,0.0664895,0.0669322,2377.5
0.275107,0.193688,0.134161,0.117175,0.0928974,0.0759713,0.0670489,0.0584938,0.0660521,0.284168,0.187558,0.131761,0.114999,0.0952943,0.0774651,0.0691159,0.0680731,0.0647166,2387.15
0.269597,0.199243,0.138709,0.118034,0.0878371,0.0782611,0.0644951,0.064468,0.0587567,0.275583,0.186534,0.129434,0.115476,0.0911748,0.0755456,0.0688894,0.0701653,0.0602742,2396.8
0.270919,0.188924,0.143089,0.119706,0.0964642,0.0773606,0.0662975,0.0605504,0.0658114,0.258962,0.1733,0.129513,0.117237,0.0892797,0.0807742,0.0660055,0.0670172,0.0608731,2406.45
0.270599,0.191745,0.130865,0.109114,0.0938144,0.0743028,0.0755102,0.0627981,0.0726003,0.255155,0.173077,0.132533,0.120024,0.0945705,0.0754174,0.0621529,0.0662165,0.0633908,2416.1
0.27144,0.194151,0.132831,0.104533,0.0940316,0.0717567,0.0721347,0.0580062,0.0627831,0.25119,0.171639,0.127159,0.102404,0.0885715,0.0708734,0.0677811,0.0650234,0.0622733,2425.75
0.271588,0.189165,0.136853,0.108109,0.0900632,0.0732749,0.072941,0.0660017,0.0721112,0.247689,0.158942,0.13313,0.100577,0.0821801,0.0756196,0.0732657,0.0611357,0.0639562,2435.4
0.271233,0.182262,0.134317,0.112703,0.0937985,0.0767278,0.0729722,0.0593705,0.061266,0.244367,0.15824,0.132762,0.107107,0.0952026,0.0812223,0.0694829,0.0611135,0.0647253,2445.05
0.27361,0.185459,0.131529,0.106388,0.0962865,0.0739661,0.0737405,0.0649113,0.0649299,0.253954,0.162576,0.131727,0.10245,0.0978862,0.0798641,0.0684042,0.0578886,0.0588977,2454.7
0.267361,0.178494,0.12051,0.102923,0.0880287,0.0675907,0.0709546,0.0615687,0.0630077,0.254288,0.168261,0.125342,0.0984818,0.0985551,0.0741754,0.0642818,0.0577418,0.0559731,2464.35
0.268871,0.180684,0.118511,0.112272,0.0876477,0.067683,0.0644035,0.0632575,0.0599689,0.234965,0.166474,0.120949,0.090106,0.0916556,0.0803794,0.0646557,0.0554759,0.0560005,2474
0.274585,0.180366,0.122238,0.114118,0.0913841,0.0720385,0.0671886,0.0601513,0.0598583,0.25143,0.158005,0.120455,0.0966438,0.0873256,0.075381,0.0697019,0.0639088,0.0608146,2483.65
0.280382,0.171591,0.131869,0.104554,0.0902533,0.0722966,0.063382,0.0597377,0.0592022,0.260192,0.15692,0.119294,0.09866,0.0781362,0.0721911,0.0674964,0.0605046,0.0543159,2493.3
0.27459,0.172719,0.14061,0.100022,0.083786,0.0701194,0.0625282,0.0571293,0.0621142,0.256905,0.167948,0.122636,0.0977748,0.0780938,0.0716477,0.0692251,0.0618572,0.0566589,2502.95
0.262895,0.172577,0.137746,0.0988486,0.0842123,0.0688194,0.0618118,0.0563603,0.0622944,0.248699,0.172571,0.123137,0.104982,0.0916426,0.0759895,0.0689388,0.0602673,0.060749,2512.6
0.266651,0.173056,0.129889,0.100218,0.0839702,0.0674667,0.0631735,0.0560056,0.0507116,0.235499,0.163451,0.127305,0.111416,0.0797898,0.0803281,0.0671231,0.0516516,0.0679458,2522.25
0.266198,0.178467,0.122793,0.0980337,0.0895176,0.0705917,0.0603149,0.0628133,0.0558783,0.229986,0.157693,0.118321,0.100123,0.0829996,0.0811642,0.0641777,0.0573955,0.0515113,2531.9
0.261758,0.17024,0.121598,0.101618,0.0853229,0.0730046,0.0667993,0.0609984,0.0533634,0.254126,0.158325,0.116091,0.0991947,0.0761729,0.0746988,0.0588303,0.0602796,0.0613899,2541.55
0.258129,0.166987,0.126386,0.107763,0.0786381,0.0732206,0.058805,0.0580404,0.0546481,0.236334,0.155236,0.120315,0.10084,0.0832812,0.0760747,0.0610603,0.0599126,0.062031,2551.2
0.250694,0.171421,0.125073,0.109035,0.0758683,0.0707221,0.0556842,0.0607408,0.0566022,0.236297,0.152291,0.115842,0.092342,0.0819925,0.0715175,0.0654725,0.0603732,0.0598482,2560.85
0.250109,0.16879,0.127042,0.105346,0.0842286,0.0712735,0.065685,0.0609359,0.0586685,0.244624,0.150772,0.116887,0.0985075,0.0858315,0.0676893,0.0646439,0.0636468,0.059418,2570.5
0.25388,0.173903,0.128556,0.105886,0.0887587,0.0678127,0.0634936,0.0615941,0.061867,0.24516,0.155812,0.119942,0.0984239,0.084647,0.070773,0.0664723,0.0607926,0.0555423,2580.15
0.253208,0.184033,0.127647,0.0984662,0.0824659,0.0682873,0.0613331,0.0576055,0.0645922,0.248503,0.159131,0.123721,0.102274,0.08978,0.0677352,0.0680676,0.0644443,0.0540127,2589.8
0.254035,0.176589,0.12833,0.0951569,0.0778025,0.0704779,0.0640102,0.0556024,0.0592811,0.236647,0.156585,0.120099,0.092709,0.0902387,0.063639,0.0653474,0.058924,0.0531777,2599.45
0.247113,0.170404,0.119365,0.0992125,0.0882973,0.0721065,0.0608045,0.050529,0.0603239,0.236091,0.153353,0.112155,0.0938847,0.0833235,0.0677069,0.0573959,0.062568,0.057806,2609.1
0.245191,0.178697,0.123071,0.0947126,0.0882632,0.0760962,0.0677971,0.0547058,0.0620344,0.2382,0.152192,0.118224,0.100683,0.0837968,0.0642062,0.0576009,0.0588808,0.051722,2618.75
0.238567,0.177981,0.125693,0.0953908,0.0850076,0.073788,0.0628719,0.057668,0.0596314,0.238744,0.149383,0.127973,0.0985728,0.0874154,0.0667212,0.0637263,0.0563003,0.053187,2628.4
0.236913,0.170181,0.119774,0.096753,0.0884342,0.0670093,0.0582064,0.0517747,0.0507845,0.236592,0.149483,0.121792,0.0971756,0.0850505,0.0697373,0.0683534,0.0549578,0.0495701,2638.05
0.241,0.165581,0.129718,0.0978704,0.0850931,0.0647377,0.062789,0.0535703,0.0540241,0.236319,0.151805,0.119653,0.0929811,0.0825873,0.0712292,0.0673591,0.0595886,0.0517974,2647.7
0.228997,0.165203,0.122748,0.0975281,0.0809354,0.0653071,0.0596631,0.057945,0.0596434,0.241609,0.150348,0.120257,0.0937914,0.0792917,0.0705272,0.064381,0.0642042,0.0613407,2657.35
0.239812,0.1679,0.123396,0.0933354,0.0813197,0.0681702,0.0642946,0.0583058,0.054507,0.225795,0.148332,0.122075,0.0891008,0.0773153,0.0647773,0.061235,0.0655248,0.0507216,2667
0.242449,0.169661,0.120936,0.091289,0.0764595,0.0627416,0.0640945,0.0593837,0.0498679,0.236261,0.150546,0.117634,0.092458,0.0787581,0.0669447,0.0630207,0.0605106,0.0465498,2676.65
0.239293,0.164527,0.116927,0.0929609,0.078115,0.0632365,0.0650676,0.0520276,0.0515897,0.252529,0.149383,0.120911,0.0890983,0.0784314,0.0631719,0.0656929,0.0568953,0.0606093,2686.3
0.234528,0.164012,0.115352,0.0930666,0.0771779,0.0659542,0.060651,0.0577245,0.047609,0.239213,0.146277,0.11778,0.0934787,0.0872703,0.0610519,0.0676723,0.0674487,0.0554383,2695.95
0.23398,0.169969,0.122277,0.092615,0.0734692,0.0637556,0.0616883,0.0532456,0.0485426,0.220599,0.138796,0.123955,0.0969433,0.0786287,0.064562,0.0689177,0.0525919,0.0522759,2705.6
0.241263,0.172725,0.133595,0.090401,0.0771968,0.0635456,0.0644712,0.0613432,0.0472262,0.237124,0.136679,0.11656,0.0905802,0.0788026,0.0676181,0.0641604,0.0528701,0.0517753,2715.25
0.246193,0.164341,0.11772,0.0947499,0.0754132,0.0619704,0.0653083,0.0615285,0.0511155,0.225254,0.135678,0.116075,0.0926079,0.0733659,0.0726067,0.0604442,0.051178,0.0507112,2724.9
0.234599,0.164236,0.111629,0.0979025,0.0851657,0.0609223,0.0648132,0.059974,0.0525418,0.222685,0.133401,0.120046,0.0997988,0.0723908,0.0681961,0.0627056,0.050119,0.0471646,2734.55
0.233088,0.158711,0.117319,0.098646,0.0858528,0.0600842,0.0663619,0.0578128,0.0550738,0.215647,0.135796,0.110998,0.0968436,0.0791194,0.0652789,0.0590743,0.0527518,0.0542786,2744.2
0.229997,0.157655,0.113299,0.0932515,0.0798468,0.0591029,0.062071,0.0586351,0.0540046,0.205975,0.143544,0.115271,0.0939719,0.0802615,0.0664023,0.0586842,0.0489701,0.0555444,2753.85
0.224292,0.162868,0.112707,0.0905205,0.070879,0.0620649,0.063318,0.0501392,0.0517844,0.207601,0.150841,0.116652,0.0923851,0.08137,0.0671823,0.0603454,0.0607264,0.0613075,2763.5
0.222733,0.15413,0.109805,0.0880047,0.076962,0.0653093,0.0563929,0.0517808,0.0420698,0.223653,0.151551,0.104188,0.087703,0.0747328,0.0667524,0.0580756,0.0600441,0.0553805,2773.15
0.220099,0.155647,0.115986,0.0895539,0.0767006,0.0699082,0.0553113,0.0476328,0.0538851,0.247825,0.156066,0.0994993,0.0878686,0.0707065,0.0685416,0.0604439,0.054802,0.0529608,2782.8
0.230736,0.156166,0.113151,0.0883076,0.0767513,0.0711227,0.0572081,0.0539616,0.058618,0.234333,0.153132,0.110828,0.0867744,0.0817664,0.0664037,0.0623343,0.0568829,0.0492281,2792.45
0.233281,0.153069,0.112768,0.0823816,0.0802476,0.0636925,0.0558954,0.054438,0.0558096,0.223104,0.149124,0.11463,0.0971536,0.079309,0.0639459,0.0604295,0.0547489,0.0488454,2802.1
0.230042,0.159737,0.113878,0.085605,0.0723376,0.0566884,0.0626964,0.0531726,0.0499286,0.226364,0.153665,0.11237,0.0949097,0.0695578,0.0567629,0.0605397,0.0578801,0.055917,2811.75
0.236212,0.157567,0.114316,0.0882086,0.0767503,0.0592829,0.0643114,0.0488051,0.0587383,0.231015,0.157904,0.113368,0.0920657,0.0691398,0.0583756,0.0619455,0.0537097,0.0550003,2821.4
0.235608,0.159549,0.113447,0.0859769,0.079006,0.0595475,0.0629274,0.0567868,0.0562107,0.238534,0.153665,0.109577,0.0902433,0.0723218,0.0642468,0.057016,0.053115,0.054395,2831.05
0.225212,0.162194,0.119691,0.0869198,0.0742013,0.0585932,0.063928,0.0530957,0.0587293,0.224073,0.148553,0.113801,0.0918002,0.0822103,0.0655221,0.0563564,0.052867,0.0511831,2840.7
0.22448,0.163543,0.103666,0.0877421,0.0808207,0.0615931,0.0634428,0.0481931,0.0544034,0.223901,0.144598,0.125982,0.0917589,0.0776286,0.0610759,0.0581162,0.0472182,0.0550801,2850.35
